,Entity_SubjectType_ClassificationCode,NameAlias_WholeName,Address_City,Address_CountryDescription,Address_Street
1827,person,Adam Ramsey Eaman,,,
1828,person,Al-Misri Abu Hamza,,,
1829,person,Abu Hamza,,,
1830,person,Kamel Mustapha Mustapha,,,
1831,person,Mustapha Kamel Mustapha,,,
1832,person,Mostafa Kamel Mostafa,,,
1833,person,Abu Hamza Al-Masri,,,
1834,person,,,UNITED STATES,
1835,person,,,,
1836,person,,,,
1837,person,Mohamed Ben Belgacem Ben Abdallah Al-Aouadi,,,
1838,person,Mohamed Ben Belkacem Aouadi,,,
1839,person,Fathi Hannachi,,,
1840,person,,Tunis,,23 50th Street
1841,person,,,,
1842,person,,,,
1843,person,,,,
1844,person,,,,
1845,person,Mohamed Lakhal,,,
1846,person,Lased Ben Heni,,,
1847,person,Mohamed Abu Abda,,,
1848,person,Al-As’ad Ben Hani,,,
1849,person,Mohamed Ben Belgacem Awani,,,
1850,person,Abu Obeida,,,
1851,person,Mohamed Aouani,,,
1852,person,,,,
1853,person,,,,
1854,person,,,,
1855,person,,,,
1856,person,Abd El Kader Mahmoud Mohamed El Sayed,,,
1857,person,Kader Es Sayed,,,
1858,person,Abdel Khader Mahmoud Mohamed el Sayed,,,
1859,person,,,UNKNOWN,
1860,person,,,,
1861,person,,,,
1862,person,Sami Ben Khamis Ben Saleh Elsseid,,,
1863,person,Omar El Mouhajer,,,
1864,person,Saber,,,
1865,person,,Tunis,,Ibn Al-Haythman Street
1866,person,,,,
1867,person,,,,
1868,person,,,,
1869,person,,,,
1870,person,Adel Ben Al-Azhar Ben Youssef Ben Soltane,,,
1871,person,Zakariya,,,
1872,person,Adel Ben Al-Azhar Ben Youssef Hamdi,,,
1873,person,,,TUNISIA,
1874,person,,,,
1875,person,,,,
1876,person,,,,
1877,person,Yassine Chekkouri,,,
1878,person,,Hay Anas Safi,MOROCCO,7 7th Street
1879,person,,,,
1880,person,,,,
1881,person,,,,
1882,person,,,,
1883,person,Mehdi Ben Mohamed Ben Mohamed Kammoun,,,
1884,person,Salmane,,,
1885,person,,Milano,,Via Masina
1886,person,,,,
1887,person,,,,
1888,person,,,,
1889,person,Tarek Ben Habib Ben Al-Toumi Al-Maaroufi,,,
1890,person,Abu Ismail,,,
1891,person,Abou Ismail el Jendoubi,,,
1892,person,Abou Ismail Al Djoundoubi,,,
1893,person,,Jette,,
1894,person,,Jette,,
1895,person,,Jette,,
1896,person,,,,
1897,person,,,,
1898,person,,,,
1899,person,Abdelhalim Hafed Abdelfattah Remadna,,,
1900,person,Abdelhalim Remadna,,,
1901,person,Jalloul,,,
1902,person,,,ALGERIA,
1903,person,,,,
1904,person,,,,
1905,person,Isam Ali Mohamed Alouche,,,
1906,person,Mansour Thaer,,,
1907,person,,,,
1908,person,,,,
1909,person,,,,
1910,enterprise,Eastern Turkistan Islamic Movement,,,
1911,enterprise,The Eastern Turkistan Islamic Party,,,
1912,enterprise,Movimento Islâmico do Turquestão Oriental,,,
1913,enterprise,Partido Islâmico do Turquestão Oriental,,,
1914,enterprise,The Eastern Turkistan Islamic Party of Allah,,,
1915,enterprise,Partido Islâmico de Alá do Turquestão Oriental,,,
1916,enterprise,Kelet-türkisztáni Iszlám Párt,,,
1917,enterprise,Allah Kelet-türkisztáni Iszlám Pártja,,,
1918,enterprise,Islamic Party of Turkestan,,,
1919,enterprise,Djamaat Turkistan,,,
1920,enterprise,Източно туркистанско ислямско движение,,,
1921,enterprise,Източно туркистанска ислямска партия,,,
1922,enterprise,Източно туркистанска ислямска партия на Аллах,,,
1923,enterprise,Ислямска партия на Туркистан,,,
1924,enterprise,Türkisztáni Iszlám Párt,,,
1925,enterprise,Partido Islâmico do Turquestão,,,
1926,person,Said Bahaji,,,
1927,person,Zouheir Al Maghribi,,,
1928,person,Mohamed Abbattay,,,
1929,person,Abderrahmane Al Maghribi,,,
1930,person,,Hamburg,,Bunatwiete
1931,person,,,,
1932,person,,,,
1933,person,,,,
1934,person,,,,
1935,person,,,,
1936,person,,,,
1937,person,Ramzi Mohamed Abdullah Binalshibh,,,
1938,person,Ramzi Mohamed Abdellah Omar,,,
1939,person,Ramzi Mohamed Abdullah Binalsheidah,,,
1940,person,Ramzi Bin Al Shibh,,,
1941,person,Mohamed Ali Abdullah Bawazir,,,
1942,person,Ramzi Omar,,,
1943,person,Ramzi Mohammed Abdullah Binalshibh,,,
1944,person,Ramzi Binalshib,,,
1945,person,Ramzi Mohamed Abdellah Omar Hassan Alassiri,,,
1946,person,Ramsi Mohamed Abdullah Binalshibh,,,
1947,person,Abu Ubaydah,,,
1948,person,"""Umar Muhammad """"Abdallah Ba"""" Amar""",,,
1949,person,,,,
1950,person,,,,
1951,person,,,,
1952,person,,,,
1953,person,,,,
1954,person,,,,
1955,person,Mounir El Motassadeq,,,
1956,person,Mounir El Moutassadeq,,,
1957,person,,,,
1958,person,,,,
1959,person,,,,
1960,person,,,,
1961,person,Zakarya Essabar,,,
1962,person,Zakariya Essabar,,,
1963,person,,,,
1964,person,,,,
1965,person,,,,
1966,person,,,,
1967,person,,,,
1968,person,,,,
1969,enterprise,Moroccan Islamic Combatant Group,,,
1970,enterprise,GICM,,,
1971,enterprise,Grupo Islámico Combatiente Marroquí,,,
1972,enterprise,Gruppo islamico combattente marocchino,,,
1973,enterprise,Groupe Islamique Combattant Marocain,,,
1974,enterprise,Marokkaanse Groep van Islamitische Strijders,,,
1975,enterprise,Grupo islâmico combatente marroquino,,,
1976,enterprise,,,MOROCCO,
1977,enterprise,Tunisian Combatant Group,,,
1978,enterprise,Grupo Combatiente Tunecino,,,
1979,enterprise,Groupe Combattant Tunisien,,,
1980,enterprise,Groupe Islamiste Combattant Tunisien,,,
1981,enterprise,GICT,,,
1982,enterprise,Tunéziai Harcoló Csoportok,,,
1983,enterprise,Tunezyjska Grupa Bojowa,,,
1984,enterprise,Тунизийска бойна група,,,
1985,enterprise,,,TUNISIA,
1986,enterprise,Global Relief Foundation (GRF),,,
1987,enterprise,,Bridgeview,,
1988,enterprise,,Bridgeview,,
1989,enterprise,Jemaah Islamiya,,,
1990,enterprise,Jema'ah Islamiyah,,,
1991,enterprise,Jemaah Islamiyah,,,
1992,enterprise,Jemaah Islamiah,,,
1993,enterprise,Jamaah Islamiyah,,,
1994,enterprise,Jama'ah Islamiyah,,,
1995,enterprise,Benevolence International Foundation,,,
1996,enterprise,BIF,,,
1997,enterprise,BIF-USA,,,
1998,enterprise,Al-Bir Al-Dawalia,,,
1999,enterprise,Mezhdunarodnyj Blagotvoritel'nyj Fond,,,
2000,enterprise,Meždunarodnyj Blagotvoritel'nyj Fond,,,
2001,enterprise,Mezsdunarodnij Blagotvorityelnij Fond,,,
2002,enterprise,Międzynarodowy Fundusz Dobroczynności,,,
2003,enterprise,Mieżdunarodnyj Błagotworitielnyj Fond,,,
2004,enterprise,,Oak Lawn - Illinois,,8820 Mobile Avenue
2005,enterprise,,Worth,,
2006,enterprise,,Palos Hills,,
2007,enterprise,,Newark,,
2008,enterprise,,Khartoum,UNITED STATES,PO box 1937
2009,enterprise,,Gaza Strip,PALESTINIAN TERRITORY,
2010,enterprise,,,YEMEN,
2011,enterprise,,,BANGLADESH,
2012,person,Nurjaman Riduan Isamuddin,,,
2013,person,Hambali,,,
2014,person,Nurjaman,,,
2015,person,Nurjaman Riduan Isomuddin,,,
2016,person,Encep Nurjaman (birth name),,,
2017,person,Hambali Bin Ending,,,
2018,person,Hambali Ending Hambali,,,
2019,person,Isamuddin Riduan,,,
2020,person,Isamudin Ridwan,,,
2021,person,Isomuddin,,,
2022,person,,,,
2023,person,,,,
2024,person,Mohamad Iqbal Abdurrahman,,,
2025,person,Mohamad Iqbal Rahman,,,
2026,person,Mohamad Iqbal A Rahman,,,
2027,person,Abu Jibril Abdurrahman,,,
2028,person,Fikiruddin Muqti,,,
2029,person,Fihiruddin Muqti,,,
2030,person,Mohamad Iqbal Abdul Rahman,,,
2031,person,,Tangerang,,Jalan Nakula
2032,person,,,,
2033,person,,,,
2034,person,,,,
2035,person,,,,
2036,person,,,,
2037,enterprise,Lashkar i Jhangvi,,,
2038,enterprise,Ansar al-Islam,,,
2039,enterprise,Jund al-Islam,,,
2040,enterprise,Soldiers of Islam,,,
2041,enterprise,Kurdistan Supporters of Islam,,,
2042,enterprise,Supporters of Islam in Kurdistan,,,
2043,enterprise,Followers of Islam in Kurdistan,,,
2044,enterprise,Soldados del Islam,,,
2045,enterprise,Simpatizantes kurdos del Islam,,,
2046,enterprise,Simpatizantes del Islam en Kurdistán,,,
2047,enterprise,Seguidores del Islam en Kurdistán,,,
2048,enterprise,Soldados do Islão,,,
2049,enterprise,Apoiantes Curdos do Islão,,,
2050,enterprise,Apoiantes do Islão no Curdistão,,,
2051,enterprise,Seguidores do Islão no Curdistão,,,
2052,enterprise,Devotees of Islam,,,
2053,enterprise,Kurdish Taliban,,,
2054,enterprise,Soldiers of God,,,
2055,enterprise,Ansar al-Sunna Army,,,
2056,enterprise,Jaish Ansar al-Sunna,,,
2057,enterprise,Ansar al-Sunna,,,
2058,enterprise,Devotos del Islam,,,
2059,enterprise,Talibanes kurdos,,,
2060,enterprise,Soldados de Dios,,,
2061,enterprise,Ejército Ansar al-Sunna,,,
2062,enterprise,Devotos do Islão,,,
2063,enterprise,Soldados de Deus,,,
2064,enterprise,Exército Ansar al-Sunna,,,
2065,enterprise,Поданици на исляма,,,
2066,enterprise,Войници на исляма,,,
2067,enterprise,Кюрдски поддръжници на исляма,,,
2068,enterprise,Поддръжници на исляма в Кюрдистан,,,
2069,enterprise,Последователи на исляма в Кюрдистан,,,
2070,enterprise,Кюрдски талибани,,,
2071,enterprise,Войници на бог,,,
2072,enterprise,,,IRAQ,
2073,enterprise,Islamic International Brigade,,,
2074,enterprise,the Islamic Peacekeeping Brigade,,,
2075,enterprise,the Islamic Peacekeeping Army,,,
2076,enterprise,Islamic Peacekeeping Battalion,,,
2077,enterprise,International Battalion,,,
2078,enterprise,Islamic Peacekeeping International Brigade,,,
2079,enterprise,the International Brigade,,,
2080,enterprise,Brigada Internacional Islámica,,,
2081,enterprise,Islamic Peacekeeping Brigade,,,
2082,enterprise,Islamic Peacekeeping Army,,,
2083,enterprise,International Brigade,,,
2084,enterprise,Brigada Internacional Islâmica,,,
2085,enterprise,Special Purpose Islamic Regiment,,,
2086,enterprise,The Islamic Special Purpose Regiment,,,
2087,enterprise,The al-Jihad-Fisi-Sabililah Special Islamic Regiment,,,
2088,enterprise,Islamic Regiment of Special Meaning,,,
2089,enterprise,SPIR,,,
2090,enterprise,Regimento Islâmico de Operações Especiais,,,
2091,enterprise,Regimento Islâmico Especial al-Jihad-Fisi-Sabililah,,,
2092,enterprise,Regimento Islâmico de Significado Especial,,,
2093,enterprise,Riyadus-Salikhin Reconnaissance and Sabotage Battalion of Chechen Martyrs,,,
2094,enterprise,Riyadus-Salikhin Reconnaissance and Sabotage Battalion,,,
2095,enterprise,Riyadh-as-Saliheen,,,
2096,enterprise,The Sabotage and Military Surveillance Group of the Riyadh al-Salihin Martyrs,,,
2097,enterprise,Firqat al-Takhrib wa al-Istitla al-Askariyah li Shuhada Riyadh al-Salihin,,,
2098,enterprise,Riyadu-Salikhin Reconnaissance and Sabotage battalion of Shahids (Martyrs),,,
2099,enterprise,RSRSBCM,,,
2100,enterprise,Batalhão de Reconhecimento e Sabotagem dos Mártires Chechenos Riyadus-Salikhin,,,
2101,enterprise,Batalhão de Reconhecimento e Sabotagem Riyadus-Salikhin,,,
2102,enterprise,Grupo de Sabotagem e de Vigilância Militar dos Mártires Riyadh al-Salihin,,,
2103,enterprise,Batalhão de Reconhecimento e Sabotagem dos Shahids (Mártires) Riyadu-Salikhin,,,
2104,person,Mehrez Ben Mahmoud Ben Sassi Al-Amdouni,,,
2105,person,Fabio Fusco,,,
2106,person,Mohamed Hassan,,,
2107,person,Abu Thale,,,
2108,person,Meherez Hamdouni,,,
2109,person,Amdouni Mehrez ben Tah,,,
2110,person,Meherez ben Ahdoud ben Amdouni,,,
2111,person,,,ITALY,
2112,person,,,,
2113,person,,,,
2114,person,,,,
2115,person,,,,
2116,person,,,,
2117,person,,,,
2118,person,,,,
2119,person,Lionel Dumont,,,
2120,person,Bilal,,,
2121,person,Abu Hamza,,,
2122,person,Jacques Brougere,,,
2123,person,Di Karlo Antonio,,,
2124,person,Merlin Oliver Christian Rene,,,
2125,person,Arfauni Imad Ben Yousset Hamza,,,
2126,person,Imam Ben Yussuf Arfaj,,,
2127,person,Abou Hamza,,,
2128,person,Arfauni Imad,,,
2129,person,Hamza,,,
2130,person,Koumkal,,,
2131,person,Kumkal,,,
2132,person,Merlin,,,
2133,person,Tinet,,,
2134,person,Brugere,,,
2135,person,Dimon,,,
2136,person,,,FRANCE,
2137,person,,,,
2138,person,,,,
2139,person,Moussa Ben Omar Ben Ali Essaadi,,,
2140,person,Dah Dah,,,
2141,person,Abdelrahmman,,,
2142,person,Bechir,,,
2143,person,موسى بن عمر بن علي السعدي,,,
2144,person,,,TUNISIA,
2145,person,,,,
2146,person,,,,
2147,person,,,,
2148,person,Agus Dwikarna,,,
2149,person,,,,
2150,person,,,,
2151,person,,,,
2152,person,Salim Y Salamuddin JULKIPLI,,,
2153,person,Kipli Sali,,,
2154,person,Julkipli Salim,,,
2155,person,,,,
2156,person,,,,
2157,person,Aris Munandar,,,
2158,person,,,,
2159,person,,,,
2160,person,,,,
2161,person,Abdul Hakim MURAD,,,
2162,person,Abdul Hakim Hasim Murad,,,
2163,person,Abdul Hakim Ali Hashim Murad,,,
2164,person,Saeed Akman,,,
2165,person,Saeed Ahmed,,,
2166,person,Abdul Hakim Ali al-Hashem Murad,,,
2167,person,Abdul Hakim al Hashim Murad,,,
2168,person,,,,
2169,person,,,,
2170,person,,,,
2171,person,,,,
2172,person,Parlindungan SIREGAR,,,
2173,person,Parlin Siregar,,,
2174,person,Saleh Parlindungan Siregar,,,
2175,person,,,,
2176,person,,,,
2177,person,,,,
2178,person,Yazid Sufaat,,,
2179,person,Joe,,,
2180,person,Abu Zufar,,,
2181,person,,Selangor,MALAYSIA,Taman Bukit Ampang
2182,person,,,MALAYSIA,
2183,person,,,,
2184,person,,,,
2185,person,,,,
2186,person,,,,
2187,person,Yassin Syawal,,,
2188,person,Salim Yasin,,,
2189,person,Yasin Mahmud Mochtar,,,
2190,person,Abdul Hadi Yasin,,,
2191,person,Muhamad Mubarok,,,
2192,person,Muhammad Syawal,,,
2193,person,Abu Seta,,,
2194,person,Mahmud,,,
2195,person,Abu Muamar,,,
2196,person,Yassin Sywal,,,
2197,person,Mubarok,,,
2198,person,,,,
2199,person,,,,
2200,person,Mukhlis Yunos,,,
2201,person,Muklis Yunos,,,
2202,person,Saifullah Mukhlis Yunos,,,
2203,person,Saifulla Moklis Yunos,,,
2204,person,Hadji Onos,,,
2205,person,Yunos Umpara Moklis,,,
2206,person,,,PHILIPPINES,
2207,person,,,,
2208,person,,,,
2209,person,Djamel Moustfa,,,
2210,person,Ali Barkani,,,
2211,person,Kalad Belkasam,,,
2212,person,Mostafa Djamel,,,
2213,person,Mostefa Djamel,,,
2214,person,Mustafa Djamel,,,
2215,person,Balkasam Kalad,,,
2216,person,Bekasam Kalad,,,
2217,person,Belkasam Kalad,,,
2218,person,Damel Mostafa,,,
2219,person,Djamal Mostafa,,,
2220,person,Djamel Mostafa,,,
2221,person,Fjamel Moustfa,,,
2222,person,Djamel Mustafa,,,
2223,person,Mustafa,,,
2224,person,Djamel Mostefa,,,
2225,person,,,ALGERIA,
2226,person,,,,
2227,person,,,,
2228,person,,,,
2229,person,,,,
2230,person,,,,
2231,person,,,,
2232,person,,,,
2233,person,,,,
2234,person,,,,
2235,person,,,,
2236,person,,,,
2237,person,,,,
2238,,,,,
2239,,,,,
2240,,,,,
2241,,,,,
2242,,,,,
2243,,,,,
2244,,,,,
2245,,,,,
2246,,,,,
2247,,,,,
2248,,,,,
2249,,,,,
2250,,,,,
2251,,,,,
2252,,,,,
2253,,,,,
2254,,,,,
2255,,,,,
2256,,,,,
2257,,,,,
2258,,,,,
2259,,,,,
2260,,,,,
2261,,,,,
2262,,,,,
2263,,,,,
2264,,,,,
2265,,,,,
2266,,,,,
2267,,,,,
2268,,,,,
2269,,,,,
2270,,,,,
2271,,,,,
2272,,,,,
2273,,,,,
2274,,,,,
2275,,,,,
2276,,,,,
2277,,,,,
2278,,,,,
2279,,,,,
2280,,,,,
2281,person,Mokhtar BELMOKHTAR,,,
2282,person,Abou Abbes Khaled,,,
2283,person,Belaouar Khaled Abou El Abass,,,
2284,person,Belaouer Khaled Abou El Abass,,,
2285,person,Khaled Abou El Abes Belmokhtar,,,
2286,person,Khaled Abou El Abass,,,
2287,person,Khaled Abou El Abbes,,,
2288,person,Khaled Abou El Abes,,,
2289,person,Khaled Abulabbas Na Oor,,,
2290,person,Mukhtar Belmukhtar,,,
2291,person,Belaoua,,,
2292,person,Belaour,,,
2293,person,,,,
2294,person,,,,
2295,person,Zarga,,,
2296,person,Nadra,,,
2297,person,Imed Ben Mekki Zarkaoui,,,
2298,person,Dour Nadre,,,
2299,person,Daour Nadre,,,
2300,person,Imad ben al-Mekki ben al-Akhdar al-Zarkaoui,https://eur-lex.europa.eu/legal-content/EN/TXT/?uri=uriserv:OJ.LI.2020.303.01.0001.01.ENG&toc=OJ:L:2020:303I:TOC,,
2301,person,عماد بن مكي زرقاوي,,,
2302,person,,Pré Saint Gervais,,41-45
2303,person,,,,
2304,person,,,,
2305,person,,,,
2306,person,,,,
2307,person,,,,
2308,person,,,,
2309,person,,,,
2310,person,,,,
2311,person,,,,
2312,person,,,,
2313,person,,,,
2314,person,Maxamed Cabdullaah Ciise,,,
2315,person,Maxamed Cabdullaahi Ciise,,,
2316,person,Maxammed Cabdulllaahi,,,
2317,person,Cabdullah Mayamed Ciise,,,
2318,person,,,SOMALIA,
2319,person,,,,
2320,person,,,,
2321,person,Radi Abd El Samie Abou El Yazid El Ayashi,,,
2322,person,Mera’i,,,
2323,person,,Milan,,Via Cilea
2324,person,,,,
2325,person,,,,
2326,person,Hamadi Ben Abdul Azis Ben Ali Bouyehia,,,
2327,person,Gamel Mohamed,,,
2328,person,Abd el Wanis Abd Gawwad Abd el Latif Bahaa,,,
2329,person,Mahmoud Hamid,,,
2330,person,حمادي بن عبد العزيز بن علي بويحي,,,
2331,person,,Milan,ITALY,Corso XXII Marzo 39
2332,person,,,,
2333,person,,,,
2334,person,,,,
2335,person,,,,
2336,person,,,,
2337,person,Mohammad Tahir Hammid Hussein,,,
2338,person,Abdelhamid Al Kurdi,,,
2339,person,,Sulaymaniya,IRAQ,
2340,person,,,,
2341,person,,,,
2342,person,Mohamed Amin Mostafa,,,
2343,person,,Parma,,Via della Martinella
2344,person,,,,
2345,person,,,,
2346,person,Al-Azhar Ben Khalifa Ben Ahmed Rouine,,,
2347,person,Salmane,,,
2348,person,Lazhar,,,
2349,person,,Zehrouni,,
2350,person,,,,
2351,person,,,,
2352,person,,,,
2353,person,,,,
2354,person,Saifi Ammari,,,
2355,person,El Para,,,
2356,person,Abderrezak Le Para,,,
2357,person,Abou Haidara,,,
2358,person,El Ourassi,,,
2359,person,Abderrezak Zaimeche,,,
2360,person,Abdul Rasak Ammane Abu Haidra,,,
2361,person,Abdalarak,,,
2362,person,,,ALGERIA,
2363,person,,,,
2364,person,,,,
2365,person,,,,
2366,person,,,,
2367,person,,,,
2368,person,Djamel Lounici,,,
2369,person,Jamal Lounici,,,
2370,person,,,ALGERIA,
2371,person,,,,
2372,person,,,,
2373,person,Abd-al-Majid Aziz Al-Zindani,,,
2374,person,Abdelmajid Al-Zindani,,,
2375,person,Abd Al-Majid Al-Zindani,,,
2376,person,Abd Al-Meguid Al-Zandani,,,
2377,person,,Sana'a,YEMEN,P.O. Box 8096
2378,person,,,,
2379,person,,,,
2380,person,,,,
2381,enterprise,Al-Haramain Foundation (Pakistan),,,
2382,enterprise,,Islamabad,,House No 279
2383,enterprise,Al-Haramayn Foundation (Kenya),,,
2384,enterprise,,Nairobi,KENYA,
2385,enterprise,,Garissa,KENYA,
2386,enterprise,,Dadaab,KENYA,
2387,enterprise,Al-Haramayn Foundation (Tanzania),,,
2388,enterprise,,Dar es Salaam,TANZANIA,PO box 3616
2389,enterprise,,Tanga,TANZANIA,
2390,enterprise,,Singida,TANZANIA,
2391,enterprise,National Liberation Army,,,
2392,enterprise,Ejército de Liberación Nacional,,,
2393,enterprise,Den Nationale Befrielseshær,,,
2394,enterprise,Nationale Befreiungsarmee,,,
2395,enterprise,Armée de libération nationale,,,
2396,enterprise,Esercito di Liberazione Nazionale,,,
2397,enterprise,Nationaal Bevrijdingsleger,,,
2398,enterprise,Exército de Libertaçao Nacional,,,
2399,enterprise,Kansallinen vapautusarmeija,,,
2400,enterprise,Nationella befrielsearmén,,,
2401,enterprise,Εθνικός Απελευθερωτικός Στρατός,,,
2402,enterprise,Národně osvobozenecká armáda,,,
2403,enterprise,Rahvuslik Vabastusarmee,,,
2404,enterprise,Nemzeti Felszabadítási Hadsereg,,,
2405,enterprise,Nacionālā atbrīvošanās armija,,,
2406,enterprise,Nacionalinė išlaisvinimo armija,,,
2407,enterprise,Narodowa Armia Wyzwolenia,,,
2408,enterprise,Národná oslobodzovacia armáda,,,
2409,enterprise,Nacionalna osvobodilna vojska,,,
2410,enterprise,Национална армия за освобождение,,,
2411,enterprise,Armata de Eliberare Națională,,,
2412,enterprise,L-Armata għal-Liberazzjoni Nazzjonali,,,
2413,enterprise,Exército de Libertação Nacional,,,
2414,enterprise,an tArm um Shaoradh Náisiúnta,,,
2415,enterprise,Nacionalna oslobodilačka vojska,,,
2416,person,Sajida Khayrallah Tilfah,,,
2417,person,,,,
2418,person,,,,
2419,person,Raghad Saddam Hussein Al-Tikriti,,,
2420,person,,Amman,JORDAN,
2421,person,,,,
2422,person,,,,
2423,person,Rana Saddam Hussein Al-Tikriti,,,
2424,person,,Amman,JORDAN,
2425,person,,,,
2426,person,,,,
2427,person,Hala Saddam Hussein Al-Tikriti,,,
2428,person,,,,
2429,person,,,,
2430,person,Samira Shahbandar,,,
2431,person,Chadian,,,
2432,person,,,,
2433,person,,,,
2434,person,Ali Saddam Hussein Al-Tikriti,,,
2435,person,Hassan,,,
2436,person,,,,
2437,person,,,,
2438,person,,,,
2439,person,Mohammad Barzan Ibrahim Hasan Al-Tikriti,,,
2440,person,Mohammad Barzan Ibrahim Hasan Al-Tikriti,,,
2441,person,,Geneva,SWITZERLAND,
2442,person,,Genève,SWITZERLAND,
2443,person,,Genf,SWITZERLAND,
2444,person,,Ginevra,SWITZERLAND,
2445,person,,,,
2446,person,,,,
2447,person,Saja Barzan Ibrahim Hasan Al-Tikriti,,,
2448,person,Saja Barzan Ibrahim Hasan Al-Tikriti,,,
2449,person,,Geneva,SWITZERLAND,
2450,person,,Genève,SWITZERLAND,
2451,person,,Genf,SWITZERLAND,
2452,person,,Ginevra,SWITZERLAND,
2453,person,,,,
2454,person,,,,
2455,person,Ali Barzan Ibrahim Hasan Al-Tikriti,,,
2456,person,Ali Barzan Ibrahim Hasan Al-Tikriti,,,
2457,person,,Geneva,SWITZERLAND,
2458,person,,Genève,SWITZERLAND,
2459,person,,Genf,SWITZERLAND,
2460,person,,Ginevra,SWITZERLAND,
2461,person,,,,
2462,person,,,,
2463,person,Noor Barzan Ibrahim Hasan Al-Tikriti,,,
2464,person,Noor Barzan Ibrahim Hasan Al-Tikriti,,,
2465,person,,Geneva,SWITZERLAND,
2466,person,,Genève,SWITZERLAND,
2467,person,,Genf,SWITZERLAND,
2468,person,,Ginevra,SWITZERLAND,
2469,person,,,,
2470,person,,,,
2471,person,Khawla Barzan Ibrahim Hasan Al-Tikriti,,,
2472,person,Khawla Barzan Ibrahim Hasan Al-Tikriti,,,
2473,person,,Geneva,SWITZERLAND,
2474,person,,Genève,SWITZERLAND,
2475,person,,Genf,SWITZERLAND,
2476,person,,Ginevra,SWITZERLAND,
2477,person,,,,
2478,person,,,,
2479,person,Thoraya Barzan Ibrahim Hasan Al-Tikriti,,,
2480,person,Thoraya Barzan Ibrahim Hasan Al-Tikriti,,,
2481,person,,,IRAQ,
2482,person,,,,
2483,person,,,,
2484,person,,,,
2485,person,Jawhar Majid Al-Duri,,,
2486,person,,,IRAQ,
2487,person,,,,
2488,person,,,,
2489,person,Sundus Abd Al-Ghafur,,,
2490,person,,,IRAQ,
2491,person,,,,
2492,person,,,,
2493,person,Nidal Al-Rabi'i,,,
2494,person,,,IRAQ,
2495,person,,,,
2496,person,,,,
2497,person,Intissar Al-Ubaydi,,,
2498,person,,,IRAQ,
2499,person,,,,
2500,person,,,,
2501,person,Kamel Djermane,,,
2502,person,Bilal,,,
2503,person,Adel,,,
2504,person,Fodhil,,,
2505,person,Abou Abdeljalil,,,
2506,person,,,ALGERIA,
2507,person,,,,
2508,person,,,,
2509,enterprise,Al-Arabi Trading Company,,,
2510,enterprise,,Baghdad,,Hai Babil
2511,enterprise,,Baghdad,,Hai Al-Wahda
2512,enterprise,,Baghdad,,P.O. Box 2337
2513,enterprise,Al-Haramain (Albanian branch),,,
2514,enterprise,,Tirana,,Irfan Tomini Street
2515,enterprise,Al-Bashair Trading Company,,,
2516,enterprise,Al-Bashaer Trading Company,,,
2517,enterprise,Al-Bashir Trading Company,,,
2518,enterprise,Al-Basha'ir Trading Company,,,
2519,enterprise,Al-Bashaair Trading Company,,,
2520,enterprise,Al-Bushair Trading Company,,,
2521,enterprise,,Baghdad,,Sadoon St
2522,enterprise,Al Wasel and Babel General Trading LLC,,,
2523,enterprise,,Dubai,,Ibrahim Saeed Lootah Building
2524,enterprise,,Dubai,,Rashidiya
2525,enterprise,,Dubai,,Lootah Building
2526,enterprise,,Baghdad,IRAQ,Villa in the Harasiyah area
2527,enterprise,Aviatrans Anstalt,,,
2528,enterprise,Aviatrans Establishment,,,
2529,enterprise,,Ruggell,LIECHTENSTEIN,
2530,enterprise,Al-Haramain (Bangladesh branch),,,
2531,enterprise,,Dhaka,,House 1
2532,enterprise,IDLEB COMPANY FOR SPINNING,,,
2533,enterprise,,Idleb,IRAQ,P.O. Box 9
2534,enterprise,Logarcheo S.A.,,,
2535,enterprise,Logarcheo AG,,,
2536,enterprise,,Le Paquier-Montbarry,SWITZERLAND,Chemin du Carmel
2537,enterprise,Al-Haramain (Ethiopia branch),,,
2538,enterprise,,Addis Abeba,ETHIOPIA,Woreda District 24 Kebele Section 13
2539,enterprise,Al-Haramain (Afghanistan branch),,,
2540,enterprise,,,AFGHANISTAN,
2541,person,Adnan S. Hasan Ahmed,,,
2542,person,Hasan Ahmed S. Adnan,,,
2543,person,Ahmed Sultan,,,
2544,person,,Amman,JORDAN,
2545,person,Munir Al Qubaysi,,,
2546,person,Munir Al-Kubaysi,,,
2547,person,Muneer Al-Kubaisi,,,
2548,person,Munir Awad,,,
2549,person,Munir A Mamduh Awad,,,
2550,person,,,SYRIAN ARAB REPUBLIC,
2551,person,,,,
2552,person,,,,
2553,enterprise,Al Furqan,,,
2554,enterprise,Dzemilijati Furkan,,,
2555,enterprise,Dzem’ijjetul Furqan,,,
2556,enterprise,Association for Citizens' Rights and Resistance to Lies,,,
2557,enterprise,Dzemijetul Furkan,,,
2558,enterprise,Association of Citizens for the Support of Truth and Suppression of Lies,,,
2559,enterprise,Sirat,,,
2560,enterprise,Association for Education,,,
2561,enterprise,Association for Education,,,
2562,enterprise,Istikamet,,,
2563,enterprise,In Siratel,,,
2564,enterprise,Stowarzyszenie na rzecz Praw Obywatelskich i Oporu Przeciw Kłamstwu,,,
2565,enterprise,Stowarzyszenie Obywatelskie na rzecz Wspierania Prawdy i Eliminowania Kłamstw,,,
